Fecha,Año,Mes,IPC,pi_t,TPM_obs,TC_obs,var_tc,PIB_obs,var_pib
2024-11-01,2024,11,129.8098,3.179730608364717,6.25,60.0837,5.952757828280242,126.20493193839552,4.118145357609791
2024-12-01,2024,12,130.722,3.348496994938599,6.0,60.56312857142858,5.819100918580777,126.20493193839552,4.118145357609791
2025-01-01,2025,1,131.2004,3.3239985005465438,5.75,61.260925,4.641234251100035,127.3562155392187,2.7364359857136265
2025-02-01,2025,2,131.6244,3.564116807480411,5.75,61.98365789473684,5.932607209822938,127.3562155392187,2.7364359857136265
2025-03-01,2025,3,132.0373,3.580763896297867,5.75,62.7120761904762,6.513080146188632,127.3562155392187,2.7364359857136265
2025-04-01,2025,4,132.0704,3.708426843651802,5.75,60.41545,2.765764909800428,126.85365829281844,1.982056952233876
2025-05-01,2025,5,132.1823,3.8363314000849913,5.75,58.73663809523809,0.5922974852072604,126.85365829281844,1.982056952233876
2025-06-01,2025,6,132.4552,3.555136156562644,5.75,59.01687,0.0508248527766097,126.85365829281844,1.982056952233876
2025-07-01,2025,7,132.9548,3.399902475519734,5.75,60.19427826086957,2.058961818900751,124.84597977092416,1.851487992247172
2025-08-01,2025,8,133.8965,3.713649894153548,5.75,61.70136666666666,3.7679829086537664,124.84597977092416,1.851487992247172
2025-09-01,2025,9,134.3483,3.755558541735193,5.75,62.436052380952376,4.394349308544143,124.84597977092416,1.851487992247172
2025-10-01,2025,10,135.0898,4.231452961909032,5.5,63.24078695652174,5.418720961237011,128.604065616099,1.9009825058774936
2025-11-01,2025,11,136.0551,4.811115955806122,5.25,63.38379473684211,5.492495863007951,128.604065616099,1.9009825058774936
2025-12-01,2025,12,137.1955,4.952112115787699,5.25,63.08505909090909,4.164135141245429,128.604065616099,1.9009825058774936
2026-01-01,2026,1,137.7394,4.983978707381986,5.25,63.11139444444445,3.02063582037726,,
2026-02-01,2026,2,137.7744,4.672385970990178,5.25,61.6124,-0.5989609315528277,,
2026-03-01,2026,3,138.1495,4.629146460886435,5.25,59.8943,-4.493195508178882,,
